,TEST_SECTION_ID,SENTENCE_ID,PARTICIPANT_ID,USER_INPUT,INPUT_TIME,EDIT_DISTANCE,ERROR_RATE,WPM,INPUT_LENGTH,ERROR_LEN,POTENTIAL_WPM,POTENTIAL_LENGTH,DEVICE,TS_IKI,TS_KPD,TS_BSP,TS_ECPC,TS_UILEN,TS_KS,TS_KSPC,N_SWYP,N_PRED,N_AUTO,PR_SWYP,PR_PRED,PR_AUTO,TS_NUM_WORDS
6051,21306,1416,6548,I was runner-up three times.,17425,0.0,0.0,18.5939741750359,27.0,28,38.13882532418,50.0,mobile,107.584905660377,18.207547169,2.0,0.0740740740740741,28.0,53.0,1.892857142,0,0,0,0,0,0,6.0
6053,21308,1031,6548,Is this casg cominh into TW?,12422,2.0,7.14285714285714,26.0827563999356,27.0,28,43.1276297335203,41.0,mobile,214.309523809524,24.142857142,0.0,0.0,28.0,42.0,1.5,0,0,0,0,0,0,6.0
6054,21311,755,6548,Talk to you soon.,3481,0.0,0.0,55.156564205688,16.0,17,76.2146713242299,20.0,mobile,67.5238095238095,15.809523809,0.0,0.0,17.0,21.0,1.235294117,0,0,0,0,0,0,4.0
6055,21312,1457,6548,He quoted local Yemenis as sayinv that 43 people had been killed.,68301,1.0,1.53846153846154,11.2443448851408,64.0,65,13.6258259868473,72.0,mobile,164.049382716049,18.444444444,1.0,0.015625,65.0,81.0,1.246153846,0,0,0,0,0,0,12.0
6062,21323,858,6548,How is it going?,3671,0.0,0.0,49.0329610460365,15.0,16,67.5956122146457,19.0,mobile,99.65,14.9,0.0,0.0,16.0,20.0,1.25,0,0,0,0,0,0,4.0
6063,21324,1097,6548,I should have more info by our meeting this afternoon.,15150,0.0,0.0,41.980198019802,53.0,54,55.9942569992821,65.0,mobile,108.151515151515,18.484848484,0.0,0.0,54.0,66.0,1.222222222,0,0,0,0,0,0,10.0
6066,21328,1105,6548,We are having fun.,6577,0.0,0.0,31.0171810856013,17.0,18,45.39202200825311,22.0,mobile,164.208333333333,16.125,1.0,0.0588235294117647,18.0,24.0,1.333333333,0,0,0,0,0,0,4.0
6068,21330,1194,6548,Later works dealt with ethical concerns in the modern world.,28387,0.0,0.0,24.9409941170254,59.0,60,38.2997243580444,44.0,mobile,183.506666666667,17.906666666,2.0,0.0338983050847458,60.0,75.0,1.25,0,0,0,0,0,0,10.0
6071,21334,667,6548,"Ruth, the market drove us back for the weekend.",15758,0.0,0.0,35.029826120066,46.0,47,42.865647946021,18.0,mobile,120.263157894737,17.385964912,1.0,0.0217391304347826,47.0,57.0,1.212765957,0,0,0,0,0,0,9.0
6074,21338,343,6548,"Ruth, here is an estimated November purchase.",19765,0.0,0.0,26.7138881861877,44.0,45,34.6098381669604,54.0,mobile,183.290909090909,18.945454545,0.0,0.0,45.0,55.0,1.222222222,0,0,0,0,0,0,7.0
6076,21341,1394,6548,It carries a lot more excitement for the driver.,14618,0.0,0.0,38.5825694349432,47.0,48,51.1990584081212,58.0,mobile,164.610169491525,17.355932203,0.0,0.0,48.0,59.0,1.229166666,0,0,0,0,0,0,9.0
6123,21938,401,6813,Rookir Kecin Swayne Will move into the starting lineup,41119,4.0,7.272727272727271,15.4673022203847,53.0,55,20.3590691549973,67.0,mobile,167.132352941176,23.94117647,0.0,0.0,54.0,68.0,1.259259259,0,0,0,0,0,0,9.0
6124,21941,1226,6813,The Senate defied President Bill Clinton on Thursday,45353,1.0,1.88679245283019,13.4941459219897,51.0,53,18.118179946469,66.0,mobile,215.477611940299,24.47761194,0.0,0.0,52.0,67.0,1.288461538,0,0,0,0,0,0,8.0
6125,21942,1258,6813,Many earlier ceasefire accords have been broken,30419,1.0,2.08333333333333,18.1465531411289,46.0,48,21.4035809837415,52.0,mobile,299.169811320755,23.867924528,0.0,0.0,47.0,53.0,1.127659574,0,0,0,0,0,0,7.0
6126,21943,1407,6813,We know rhis is a big time at the speedway,24149,2.0,4.65116279069768,20.3735144312394,41.0,43,28.391167192429,54.0,mobile,289.036363636364,24.09090909,0.0,0.0,42.0,55.0,1.309523809,0,0,0,0,0,0,10.0
6127,21944,1518,6813,Purchasing power of US households has been rising,36384,1.0,2.0,15.8311345646438,48.0,50,21.6973280142353,63.0,mobile,154.140625,24.078125,0.0,0.0,49.0,64.0,1.306122448,0,0,0,0,0,0,8.0
6128,21947,1047,6813,I am monitoring email,12528,1.0,4.54545454545455,19.1570881226054,20.0,22,23.0981672106452,23.0,mobile,151.0,24.125,0.0,0.0,21.0,24.0,1.142857142,0,0,0,0,0,0,4.0
6129,21949,318,6813,I thought you left to go get breakfast,27678,1.0,2.56410256410256,16.041621504444,37.0,39,22.6731663076749,50.0,mobile,227.196078431373,23.823529411,0.0,0.0,38.0,51.0,1.342105263,0,0,0,0,0,0,8.0
6130,21951,892,6813,Was it car wreck?,25907,2.0,10.5263157894737,7.41112440653105,16.0,19,24.8356464572681,51.0,mobile,306.576923076923,24.326923076,0.0,0.0,17.0,52.0,3.058823529,0,0,0,0,0,0,4.0
6131,21953,1207,6813,The rates would become effective after endorsement by parliament,51458,1.0,1.53846153846154,14.6915931439232,63.0,65,18.6576205476133,77.0,mobile,283.782051282051,24.794871794,0.0,0.0,64.0,78.0,1.21875,0,0,0,0,0,0,9.0
6132,21955,1256,6813,He would be sorely missed by all who are striving for progress,56835,1.0,1.58730158730159,12.8793877012404,61.0,63,17.0253014897139,78.0,mobile,493.772151898734,23.518987341,0.0,0.0,62.0,79.0,1.274193548,0,0,0,0,0,0,12.0
6135,21959,776,6813,No there will be plenty of others.,25074,0.0,0.0,15.7932519741565,33.0,34,19.9178389144778,40.0,mobile,345.756097560976,23.780487804,0.0,0.0,34.0,41.0,1.205882352,0,0,0,0,0,0,7.0
6138,21962,1107,6813,I'm not planning on doing anything this week,31753,1.0,2.22222222222222,16.2504330299499,43.0,45,22.1183595549997,56.0,mobile,285.929824561404,24.052631578,0.0,0.0,44.0,57.0,1.295454545,0,0,0,0,0,0,9.0
6141,21965,150,6813,Fuel is retained in kind from the shippers.,28862,0.0,0.0,17.4624073175802,42.0,43,23.4799623161099,54.0,mobile,328.109090909091,22.981818181,0.0,0.0,43.0,55.0,1.279069767,0,0,0,0,0,0,8.0
6144,21968,517,6813,"Talk to you soon,Theresa.",25510,1.0,3.84615384615385,11.2896903175225,24.0,26,17.004048582996,35.0,mobile,326.305555555556,22.5,0.0,0.0,25.0,36.0,1.44,0,0,0,0,0,0,5.0
6888,24420,799,7484,How soon do you need it?,7696,0.0,0.0,35.8627858627859,23.0,24,38.3173677634319,23.0,mobile,89.125,20.541666666,0.0,0.0,24.0,24.0,1.0,0,0,0,0,0,0,6.0
6889,24422,348,7484,Please let me know.,5500,0.0,0.0,39.2727272727273,18.0,19,42.3529411764706,18.0,mobile,110.631578947368,21.052631578,0.0,0.0,19.0,19.0,1.0,0,0,0,0,0,0,4.0
6892,24428,576,7484,"Trust me, the men are the ones showing restraint.",19564,0.0,0.0,29.4418319362094,48.0,49,32.4201653428433,50.0,mobile,75.4705882352941,20.725490196,0.0,0.0,49.0,51.0,1.040816326,0,0,0,0,0,0,9.0
6895,24437,1294,7484,He pleaded guilty in februaray under an agreement with the government.,28852,2.0,2.85714285714286,28.6981838347428,69.0,70,31.0756100229784,71.0,mobile,74.0277777777778,19.930555555,0.0,0.0,70.0,72.0,1.028571428,0,0,0,0,0,0,11.0
6901,24454,1179,7484,Some million shares changed hands on the New York Stock.,23062,0.0,0.0,28.6185066342902,55.0,56,30.0587511955185,55.0,mobile,133.875,19.732142857,0.0,0.0,56.0,56.0,1.0,0,0,0,0,0,0,10.0
6904,24461,326,7484,I cannot figure out where these prices are coming from.,23221,0.0,0.0,27.9057749450928,54.0,55,38.770607240493696,39.0,mobile,121.272727272727,19.969696969,1.0,0.0185185185185185,55.0,66.0,1.2,0,0,0,0,0,0,10.0
6908,24465,1094,7484,Just wanted to touch bases.,9638,1.0,3.7037037037037,32.3718613820295,26.0,27,37.0084811102544,28.0,mobile,162.551724137931,19.275862068,0.0,0.0,27.0,29.0,1.074074074,0,0,0,0,0,0,5.0
6910,24469,571,7484,The portal User IDs and Passwords are created by you.,30662,1.0,1.88679245283019,20.3509229665384,52.0,53,25.440313111546,13.0,mobile,122.38961038961,18.415584415,4.0,0.0769230769230769,53.0,77.0,1.452830188,0,0,0,0,0,0,10.0
6913,24473,1070,7484,We must be consistent.,8732,0.0,0.0,28.8593678424187,21.0,22,34.9622566547477,22.0,mobile,132.28,20.76,1.0,0.0476190476190476,22.0,25.0,1.136363636,0,0,0,0,0,0,4.0
6914,24474,341,7484,This is not a good situation to be in without a contract.,23746,0.0,0.0,28.299503074202,56.0,57,38.038038038038,19.0,mobile,153.534246575342,19.410958904,2.0,0.0357142857142857,57.0,73.0,1.280701754,0,0,0,0,0,0,12.0
6922,24485,1422,7484,The Senate should approve a 14-year-old treaty.,23144,0.0,0.0,23.8506740407881,46.0,47,26.9772042623983,50.0,mobile,153.470588235294,17.705882352,0.0,0.0,47.0,51.0,1.085106382,0,0,0,0,0,0,9.0
6926,24491,654,7484,I will try to expedite payment tommorrow.,17538,1.0,2.4390243902439,27.3691412931919,40.0,41,28.5357588728375,40.0,mobile,104.756097560976,17.487804878,0.0,0.0,41.0,41.0,1.0,0,0,0,0,0,0,7.0
6930,24496,1331,7484,I was a bit rusty but i didn't want to misd the electtions bavk home.,28395,4.0,5.79710144927536,28.7374537770734,68.0,69,40.5405405405405,6.0,mobile,148.2125,17.8375,3.0,0.0441176470588235,69.0,80.0,1.159420289,0,0,0,0,0,0,16.0
6932,24520,379,7511,I'm trying to get them billed before the holidays.,17942,0.0,0.0,32.7722661910601,49.0,50,34.8073166400284,49.0,mobile,118.92,20.98,0.0,0.0,50.0,50.0,1.0,0,0,0,0,0,0,10.0
6933,24526,272,7511,We are proceeding with a great reception so far.,27928,0.0,0.0,20.1947865940991,47.0,48,36.8098159509202,18.0,mobile,132.328571428571,18.828571428,2.0,0.0425531914893617,48.0,70.0,1.458333333,0,0,0,0,0,0,9.0
6934,24530,689,7511,Monitor his progression over the next few weeks.,24782,3.0,6.25,22.7584537164071,47.0,48,32.5570879493556,12.0,mobile,82.5974025974026,20.012987012,3.0,0.0638297872340426,48.0,77.0,1.604166666,0,0,0,0,0,0,8.0
6936,24538,1301,7511,The Azerbaijani enclave Nagorno was torn by futher fighting.,32447,1.0,1.63934426229508,21.820199093907,59.0,61,27.4228330490199,71.0,mobile,111.388888888889,19.138888888,0.0,0.0,60.0,72.0,1.2,0,0,0,0,0,0,9.0
6939,24552,1403,7511,There is a 90 percent chance he is going to win.,18365,0.0,0.0,30.710590797713,47.0,48,36.5832209649997,52.0,mobile,150.236363636364,17.745454545,1.0,0.0212765957446809,48.0,55.0,1.145833333,0,0,0,0,0,0,11.0
6940,24557,1147,7511,It is not a matter of imposing a peace plan on the parties.,19910,0.0,0.0,34.9573078854847,58.0,59,39.917112007852495,61.0,mobile,94.296875,19.5,1.0,0.0172413793103448,59.0,64.0,1.084745762,0,0,0,0,0,0,13.0
6941,24560,804,7511,Or are you going to be tied up with dinner?,15017,0.0,0.0,33.5619631084771,42.0,43,35.4829625457618,42.0,mobile,83.046511627907,18.906976744,0.0,0.0,43.0,43.0,1.0,0,0,0,0,0,0,10.0
6942,24562,362,7511,"If your reasonable, I'll bereasonable.",26349,0.0,0.0,16.850734373221,37.0,38,26.2609420591913,21.0,mobile,188.976744186047,19.255813953,1.0,0.027027027027027,38.0,43.0,1.131578947,0,0,0,0,0,0,6.0
6944,24568,1375,7511,"I bet you it will be a strong motor all day, though.",20485,0.0,0.0,29.8755186721992,51.0,52,39.4618834080718,22.0,mobile,160.416666666667,17.683333333,2.0,0.0392156862745098,52.0,60.0,1.153846153,0,0,0,0,0,0,12.0
6948,24575,1476,7511,Antonio Gutterres sent a message of condolences to Smith's widow.,39709,1.0,1.53846153846154,19.340703618827,64.0,65,23.2858990944373,63.0,mobile,186.623376623377,21.623376623,2.0,0.03125,65.0,77.0,1.184615384,0,0,0,0,0,0,11.0
6953,24587,928,7511,Hope you guys are doing fine.,9922,0.0,0.0,33.8641402942955,28.0,29,35.7941834451902,28.0,mobile,101.551724137931,18.448275862,0.0,0.0,29.0,29.0,1.0,0,0,0,0,0,0,6.0
7247,25567,444,7762,Reserve Heap on your roster this week.,11126,0.0,0.0,39.9065252561568,37.0,38,19.7530864197531,4.0,mobile,68.5476190476191,18.19047619,2.0,0.0540540540540541,38.0,42.0,1.105263157,0,0,0,0,0,0,7.0
7248,25569,223,7762,Sure was good talking to you this AM.,6948,0.0,0.0,62.1761658031088,36.0,37,68.0851063829787,36.0,mobile,142.864864864865,16.297297297,0.0,0.0,37.0,37.0,1.0,0,0,0,0,0,0,8.0
7249,25571,1056,7762,Where are they hitting the books at?,6079,0.0,0.0,69.0903109063991,35.0,36,76.7684152805703,35.0,mobile,151.055555555556,16.888888888,0.0,0.0,36.0,36.0,1.0,0,0,0,0,0,0,7.0
7250,25573,741,7762,We we’re planning to have him from the start.,9403,1.0,2.22222222222222,56.152291821759,44.0,45,68.4736091298146,4.0,mobile,151.608695652174,17.086956521,1.0,0.0227272727272727,45.0,46.0,1.022222222,0,0,0,0,0,0,10.0
7251,25574,980,7762,Did you mean Oxleg?,4740,1.0,5.26315789473684,45.5696202531646,18.0,19,49.3827160493827,18.0,mobile,132.105263157895,19.263157894,0.0,0.0,19.0,19.0,1.0,0,0,0,0,0,0,4.0
7253,25576,1126,7762,She has the game tomorrow.,4879,0.0,0.0,61.4880098380816,25.0,26,67.4308833445718,25.0,mobile,156.461538461538,16.538461538,0.0,0.0,26.0,26.0,1.0,0,0,0,0,0,0,5.0
7256,25585,738,7762,It stands to reason that I will eventually win.,9540,0.0,0.0,57.8616352201258,46.0,47,63.3827075439201,46.0,mobile,72.531914893617,17.680851063,0.0,0.0,47.0,47.0,1.0,0,0,0,0,0,0,9.0
7257,25589,314,7762,Now go get washed up for dinner.,6406,0.0,0.0,58.0705588510771,31.0,32,63.6332535066712,31.0,mobile,44.5,17.5,0.0,0.0,32.0,32.0,1.0,0,0,0,0,0,0,7.0
7258,25593,1061,7762,Your voice cheered me up.,5245,0.0,0.0,54.9094375595806,24.0,25,60.1880877742947,24.0,mobile,80.48,18.4,0.0,0.0,25.0,25.0,1.0,0,0,0,0,0,0,5.0
7259,25596,1055,7762,Please call tomorrow if possible.,5898,0.0,0.0,65.1068158697864,32.0,33,71.8562874251497,32.0,mobile,70.3030303030303,16.787878787,0.0,0.0,33.0,33.0,1.0,0,0,0,0,0,0,5.0
7260,25599,812,7762,No employment claims for gas or power.,8308,0.0,0.0,53.4424650938854,37.0,38,57.9634464751958,37.0,mobile,97.7105263157895,17.052631578,0.0,0.0,38.0,38.0,1.0,0,0,0,0,0,0,7.0
7667,26753,803,8059,We don't seem to have any positive income there.,16238,0.0,0.0,34.7333415445252,47.0,48,40.0397557858867,47.0,mobile,176.395833333333,44.833333333,0.0,0.0,48.0,48.0,1.0,0,0,0,0,0,0,10.0
7669,26760,1456,8059,Taiwan is to cut tariffs on items.,16580,0.0,0.0,23.8841978287093,33.0,34,27.9547790339157,34.0,mobile,146.432432432432,46.513513513,1.0,0.0303030303030303,34.0,37.0,1.088235294,0,0,0,0,0,0,7.0
7670,26763,509,8059,"Your friend's defense, however, has other plans.",37181,0.0,0.0,15.1690379494903,47.0,48,23.7346039737481,22.0,mobile,158.5625,43.953125,2.0,0.0425531914893617,48.0,64.0,1.333333333,0,0,0,0,0,0,8.0
7672,26767,1173,8059,South korea will send two escort destroyers and men for the maneuvers.,43238,1.0,1.42857142857143,19.1498219159073,69.0,70,28.0977378299785,62.0,mobile,212.744186046512,46.616279069,2.0,0.0289855072463768,70.0,86.0,1.228571428,0,0,0,0,0,0,12.0
7673,26772,954,8059,Is this the only time available?,28587,0.0,0.0,13.012907965159,31.0,32,17.4418604651163,39.0,mobile,162.6,43.875,0.0,0.0,32.0,40.0,1.25,0,0,0,0,0,0,6.0
7675,26777,428,8059,Sorry it took so long.,6383,0.0,0.0,39.4798684004387,21.0,22,45.884923525127505,21.0,mobile,124.772727272727,40.5,0.0,0.0,22.0,22.0,1.0,0,0,0,0,0,0,5.0
7677,26780,650,8059,He remains a good Fantasy backup when healthy.,32683,0.0,0.0,16.5223510693633,45.0,46,23.2519293087896,58.0,mobile,150.593220338983,46.610169491,0.0,0.0,46.0,59.0,1.282608695,0,0,0,0,0,0,8.0
7678,26786,647,8059,"Megan, try this for Phillips.",13456,0.0,0.0,24.9702734839477,28.0,29,29.3159609120521,30.0,mobile,85.4193548387097,37.93548387,0.0,0.0,29.0,31.0,1.068965517,0,0,0,0,0,0,5.0
7680,26791,1129,8059,The German slowed down enough to beat Frenchmen Cedric Pioline 6-3.,54278,1.0,1.49253731343284,14.5915472198681,66.0,67,35.8858178522882,33.0,mobile,105.157303370787,37.955056179,2.0,0.0303030303030303,67.0,89.0,1.328358208,0,0,0,0,0,0,12.0
7692,26812,775,8059,We will hace some good detail by January 7.,19810,1.0,2.32558139534884,25.4416961130742,42.0,43,28.0295867860519,42.0,mobile,113.651162790698,42.53488372,0.0,0.0,43.0,43.0,1.0,0,0,0,0,0,0,9.0
7695,26818,1324,8059,The charges also cover his relations with advertising companies.,25112,0.0,0.0,30.1051290219815,63.0,64,35.2035203520352,64.0,mobile,111.910447761194,41.208955223,1.0,0.0158730158730159,64.0,67.0,1.046875,0,0,0,0,0,0,9.0
7700,26825,1455,8059,The dollar lost ground against the major currencies.,25602,0.0,0.0,23.9043824701195,51.0,52,33.7925656355602,65.0,mobile,135.181818181818,38.181818181,0.0,0.0,52.0,66.0,1.269230769,0,0,0,0,0,0,8.0
7703,26831,685,8059,My comments are in fuschia.,11276,0.0,0.0,27.6693863072011,26.0,27,34.5268542199488,27.0,mobile,110.0,43.766666666,1.0,0.0384615384615385,27.0,30.0,1.111111111,0,0,0,0,0,0,5.0
8120,28711,100,8663,We don't want to look bad to dyn.,26131,1.0,3.03030303030303,14.6951896215223,32.0,33,19.4159431728493,41.0,mobile,143.309523809524,18.833333333,0.0,0.0,33.0,42.0,1.272727272,0,0,0,0,0,0,9.0
8123,28718,534,8663,Genaro we have fixed the pricing in our system.,27204,1.0,2.08333333333333,20.2911336568152,46.0,48,33.1988472622478,72.0,mobile,114.753424657534,16.150684931,0.0,0.0,47.0,73.0,1.553191489,0,0,0,0,0,0,9.0
8134,28733,544,8663,Try it again and let me no.,12961,2.0,6.89655172413793,24.0722166499498,26.0,29,35.8642972536349,37.0,mobile,139.421052631579,15.289473684,0.0,0.0,27.0,38.0,1.407407407,0,0,0,0,0,0,7.0
8138,28739,887,8663,We need a process to deal with this.,24827,0.0,0.0,16.917066097394,35.0,36,30.5495187829867,41.0,mobile,172.159420289855,17.405797101,9.0,0.257142857142857,36.0,69.0,1.916666666,0,0,0,0,0,0,8.0
8140,28744,373,8663,Your best bet is to drop him and go after another.,24686,0.0,0.0,23.8191687596208,49.0,50,33.502538071066,66.0,mobile,169.641791044776,15.611940298,0.0,0.0,50.0,67.0,1.34,0,0,0,0,0,0,11.0
8141,28747,1428,8663,We tried to copy it and it worked for us.,24099,0.0,0.0,19.9178389144778,40.0,41,31.6622691292876,61.0,mobile,327.08064516129,15.806451612,0.0,0.0,41.0,62.0,1.512195121,0,0,0,0,0,0,10.0
8142,28751,1260,8663,The riots were started by native Taiwanese.,39935,0.0,0.0,12.6205083260298,42.0,43,19.8239591130843,64.0,mobile,249.661538461538,18.369230769,0.0,0.0,43.0,65.0,1.511627906,0,0,0,0,0,0,7.0
8143,28755,1267,8663,I dont want to even see it I  kilometers.,26199,3.0,7.14285714285714,18.3213099736631,40.0,42,4.77326968973747,1.0,mobile,181.206349206349,15.666666666,1.0,0.025,41.0,63.0,1.536585365,0,0,0,0,0,0,9.0
8144,28760,375,8663,"Nob,I'll take Denver to win.",20898,2.0,7.14285714285714,15.5038759689922,27.0,28,22.5798464966576,38.0,mobile,114.333333333333,18.025641025,0.0,0.0,28.0,39.0,1.392857142,0,0,0,0,0,0,7.0
8145,28762,1189,8663,But his father likes what he sees from his son's engine.,41417,0.0,0.0,15.9354854286887,55.0,56,33.1227381463534,45.0,mobile,241.464285714286,16.0,2.0,0.0363636363636364,56.0,84.0,1.5,0,0,0,0,0,0,12.0
8161,28852,1066,8663,Dont make me pull tapes on whether you understood our fee.,37262,1.0,1.69491525423729,18.3565026031882,57.0,59,27.0872812395497,81.0,mobile,95.2073170731707,16.804878048,0.0,0.0,58.0,82.0,1.413793103,0,0,0,0,0,0,11.0
8212,29256,1245,8854,The new radio minister was head of the propaganda department.,42396,0.0,0.0,16.9827342202095,60.0,61,25.5069631077449,87.0,mobile,127.5,16.659090909,0.0,0.0,61.0,88.0,1.44262295,0,0,0,0,0,0,10.0
8214,29263,153,8854,I'm looking forward to the long weekend.,29300,1.0,2.5,15.9726962457338,39.0,40,24.1519376440883,55.0,mobile,93.7543859649123,15.859649122,1.0,0.0256410256410256,40.0,57.0,1.425,0,0,0,0,0,0,8.0
8218,29272,1253,8854,The night promised to be long.,12960,0.0,0.0,26.8518518518519,29.0,30,39.0625,40.0,mobile,62.0487804878049,16.390243902,0.0,0.0,30.0,41.0,1.366666666,0,0,0,0,0,0,6.0
8220,29277,1442,8854,There was no such accord,11144,1.0,4.0,24.7666905958363,23.0,25,39.8406374501992,35.0,mobile,76.5555555555556,16.722222222,0.0,0.0,24.0,36.0,1.5,0,0,0,0,0,0,5.0
8226,29287,1002,8854,We have lots of paper stuff.,14505,0.0,0.0,22.3371251292658,27.0,28,31.8965517241379,37.0,mobile,73.5263157894737,15.394736842,0.0,0.0,28.0,38.0,1.357142857,0,0,0,0,0,0,6.0
8228,29290,832,8854,I think in this case specific is better.,18500,0.0,0.0,25.2972972972973,39.0,40,37.493609043913,55.0,mobile,62.6071428571429,16.017857142,0.0,0.0,40.0,56.0,1.4,0,0,0,0,0,0,8.0
8235,29299,943,8854,I'm in Stan's office.,14729,0.0,0.0,16.2943852264241,20.0,21,24.5728004519136,29.0,mobile,64.2333333333333,18.9,0.0,0.0,21.0,30.0,1.428571428,0,0,0,0,0,0,6.0
8237,29302,1053,8854,We need to bring them along slowly.,26129,0.0,0.0,15.6148340923878,34.0,35,23.7463885700716,50.0,mobile,63.0588235294118,16.901960784,0.0,0.0,35.0,51.0,1.457142857,0,0,0,0,0,0,7.0
8243,29312,944,8854,Tried to call but couldn't reach you.,20930,0.0,0.0,20.6402293358815,36.0,37,31.0509554140127,52.0,mobile,64.9433962264151,15.735849056,0.0,0.0,37.0,53.0,1.432432432,0,0,0,0,0,0,8.0
8248,29318,540,8854,Let me consult my partner and get back with you in the morning.,39905,0.0,0.0,18.6442801653928,62.0,63,27.8248182789256,89.0,mobile,100.255555555556,16.911111111,0.0,0.0,63.0,90.0,1.428571428,0,0,0,0,0,0,13.0
8252,29327,886,8854,Suggest you get facts before judging anyone.,30525,0.0,0.0,16.9041769041769,43.0,44,27.3079274505808,67.0,mobile,124.029411764706,15.926470588,0.0,0.0,44.0,68.0,1.545454545,0,0,0,0,0,0,7.0
8256,29333,1409,8854,Juppe met with the president at the oval office.,30076,1.0,2.08333333333333,18.7524936826706,47.0,48,26.9039735099338,65.0,mobile,66.3030303030303,16.424242424,0.0,0.0,48.0,66.0,1.375,0,0,0,0,0,0,9.0
8312,29702,94,8995,Brian is working this.,11692,0.0,0.0,21.5531987683886,21.0,22,32.1917195743539,30.0,mobile,359.516129032258,16.419354838,0.0,0.0,22.0,31.0,1.409090909,0,0,0,0,0,0,4.0
8313,29704,1103,8995,I am all over it.,11550,0.0,0.0,16.6233766233766,16.0,17,29.2313244316131,27.0,mobile,221.714285714286,16.642857142,0.0,0.0,17.0,28.0,1.647058823,0,0,0,0,0,0,5.0
8316,29714,20,8995,I'll call you when I get to the office.,23765,0.0,0.0,19.1878813381022,38.0,39,28.1996605596414,54.0,mobile,126.109090909091,14.29090909,0.0,0.0,39.0,55.0,1.41025641,0,0,0,0,0,0,10.0
8317,29719,1406,8995,We're here to qualify in the second or third row.,32043,0.0,0.0,17.9758449583372,48.0,49,25.9129145582879,67.0,mobile,116.235294117647,14.94117647,0.0,0.0,49.0,68.0,1.387755102,0,0,0,0,0,0,11.0
8318,29725,171,8995,Let's leave it until we get going.,23341,0.0,0.0,16.9658540765177,33.0,34,27.1481169320853,51.0,mobile,340.538461538462,15.346153846,0.0,0.0,34.0,52.0,1.529411764,0,0,0,0,0,0,8.0
8320,29741,1304,8995,If I save the taxpayers a considerable amount of money.,35248,7.0,11.6666666666667,18.3840217884703,54.0,60,6.43776824034335,1.0,mobile,92.1136363636364,15.534090909,1.0,0.0185185185185185,55.0,88.0,1.6,0,0,0,0,0,0,10.0
