,sentence.id,sentence.id,agent.id,agent.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
but i believe answer will be yes>,1490.0,,0.0,,24.194384180434103,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8056783906946944,,35.0,,113.64002274362728,,495.9828657141167,,0.0,,0.0,,294.721945319422,,3.2,,0.0,,1.0,,32.0,
but i hope to see you at karis house>,198.0,,0.0,,19.049589932736097,,0.0,,13.0,,6.0,,0.0,,2.0,,0.8577831418221217,,53.0,,149.58927417432471,,475.66506795112167,,1.0,,0.0,,295.1462866512984,,2.117647058823529,,0.0,,1.3333333333333333,,36.0,
but i would suspect that when ricky can play hell play again>,1484.0,,0.0,,18.60506981828905,,2.0,,23.0,,6.0,,3.0,,1.0,,0.8082400664599866,,98.0,,271.16754005978504,,535.9738546163929,,0.0,,1.0,,334.10805589398706,,1.8571428571428568,,3.333333333333333,,1.1666666666666667,,60.0,
but it takes time>,812.0,,0.0,,23.61753418094086,,0.0,,5.0,,0.0,,0.0,,0.0,,0.8688225013988061,,23.0,,66.11007691051474,,508.0970734736522,,0.0,,0.0,,276.9966277543912,,2.6666666666666665,,0.0,,1.0,,17.0,
but let me know which ones you dont get>,156.0,,0.0,,20.3355364928552,,0.0,,9.0,,5.0,,0.0,,1.0,,0.8147578637606326,,55.0,,146.23632936796307,,472.0799966783722,,1.0,,0.0,,289.18524762422567,,2.294117647058824,,0.0,,1.2564102564102564,,39.0,
but thank you for the offer>,383.0,,0.0,,23.117582151748,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7952074042394978,,39.0,,89.10033135536268,,519.08542689412,,0.0,,0.0,,304.40086481624724,,1.9285714285714288,,0.0,,1.0,,27.0,
but the chiefs might depend on the run so his numbers may be limited>,283.0,,0.0,,17.10690203262146,,50.0,,10.0,,7.0,,0.0,,2.0,,0.8294870287570688,,30.0,,66.06213916156842,,438.4195329872185,,0.0,,1.0,,280.4435167330109,,2.272727272727273,,73.52941176470588,,0.4558823529411764,,68.0,
but the pact has not entirely calmed the nations nerves>,1261.0,,0.0,,19.913619964534583,,0.0,,22.0,,3.0,,3.0,,0.0,,0.7669470795864515,,89.0,,231.08238904199288,,544.2862571808989,,1.0,,0.0,,335.834530074168,,1.6111111111111112,,0.0,,1.1090909090909091,,55.0,
but there have been so many changes in plans that im not surprised>,224.0,,0.0,,21.200788390726096,,0.0,,20.0,,5.0,,0.0,,2.0,,0.8239565811924361,,87.0,,263.1021717531348,,492.5080260753848,,1.0,,0.0,,300.2615105344737,,2.6923076923076925,,0.0,,1.1515151515151516,,66.0,
but they played down the prospect of a repeat performance>,323.0,,0.0,,17.938649739473504,,0.0,,21.0,,9.0,,0.0,,3.0,,0.8241766971293712,,91.0,,274.9350834747553,,510.5119320486208,,1.0,,0.0,,325.68329471454933,,1.875,,0.0,,1.3157894736842106,,57.0,
but we should pay them the >,975.0,,0.0,,19.984095486427776,,0.0,,12.0,,2.0,,0.0,,1.0,,0.818531012063225,,44.0,,114.24901094123948,,525.417825747034,,1.0,,0.0,,316.7201980538831,,1.9333333333333331,,0.0,,1.148148148148148,,27.0,
call me anytime for information>,965.0,,0.0,,21.48769654386727,,0.0,,12.0,,1.0,,1.0,,0.0,,0.8397277916927695,,46.0,,125.9307609520018,,525.6085790304145,,1.0,,0.0,,315.5576113170992,,2.066666666666667,,0.0,,1.064516129032258,,31.0,
call me if you have any questions>,815.0,,0.0,,15.309094870613004,,0.0,,15.0,,12.0,,0.0,,3.0,,0.8501790793257352,,57.0,,165.45381689329218,,459.4969734052616,,1.0,,0.0,,306.5772773815576,,2.15,,0.0,,1.7272727272727273,,33.0,
call me to give me a heads up>,877.0,,0.0,,21.946687389747424,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7583281874352208,,43.0,,105.05873203382416,,546.7795566088894,,0.0,,0.0,,336.056192610164,,1.625,,0.0,,1.0,,29.0,
can we have them until we move>,191.0,,0.0,,21.05315177251239,,0.0,,9.0,,2.0,,0.0,,1.0,,0.8265988892051089,,44.0,,118.8275654242876,,504.8446685521168,,1.0,,0.0,,295.1006433793407,,2.076923076923077,,0.0,,1.1333333333333333,,30.0,
can you bring these to c>,519.0,,0.0,,23.426283843254428,,0.0,,10.0,,0.0,,0.0,,0.0,,0.785769186291623,,33.0,,74.58146201713029,,512.2451379950895,,0.0,,0.0,,303.4399965524775,,1.8333333333333333,,0.0,,1.0,,24.0,
can you call me at home>,776.0,,0.0,,16.014080094725795,,0.0,,11.0,,6.0,,0.0,,1.0,,0.7600705356998542,,44.0,,105.35913280980724,,499.5603839045856,,1.0,,0.0,,337.0793836006199,,1.4,,0.0,,1.5217391304347827,,23.0,
can you do the gallup contracts as well>,287.0,,0.0,,24.00652860170088,,0.0,,13.0,,0.0,,0.0,,0.0,,0.824907888038876,,49.0,,128.85653146746398,,499.8640244533227,,0.0,,0.0,,298.9773011014682,,2.6,,0.0,,1.0,,39.0,
can you get me the calger letter done>,261.0,,0.0,,21.168075654158773,,0.0,,14.0,,1.0,,1.0,,0.0,,0.7641021874569814,,55.0,,147.4435898161779,,538.5468280750549,,1.0,,0.0,,327.65151172911555,,1.85,,0.0,,1.054054054054054,,37.0,
can you get with mary and make sure>,541.0,,0.0,,22.1337334836248,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8059847055104123,,53.0,,136.31910048506336,,542.1588729654652,,0.0,,0.0,,320.95144455840205,,1.8421052631578947,,0.0,,1.0,,35.0,
can you help get this cleared up>,962.0,,0.0,,16.99387562416289,,0.0,,12.0,,10.0,,1.0,,1.0,,0.8298949931440284,,48.0,,131.25849805075444,,439.6700481074398,,1.0,,0.0,,292.89238422050613,,2.4705882352941178,,0.0,,1.625,,32.0,
can you help me here>,309.0,,0.0,,19.87843827147804,,0.0,,8.0,,2.0,,0.0,,1.0,,0.816789875487486,,32.0,,85.77804761972347,,507.0820887606135,,1.0,,0.0,,300.3078834418456,,1.818181818181818,,0.0,,1.2,,20.0,
can you help with this one>,910.0,,0.0,,23.61408447884599,,0.0,,8.0,,0.0,,0.0,,0.0,,0.836659665683615,,33.0,,97.77860774233258,,508.17129966439575,,0.0,,0.0,,288.88950616936785,,2.6666666666666665,,0.0,,1.0,,26.0,
can you please review and get back to tim>,856.0,,0.0,,21.54357948086393,,8.0,,14.0,,2.0,,0.0,,1.0,,0.739216844162702,,50.0,,115.27650846041688,,526.9018252716168,,0.0,,1.0,,330.7515168420595,,1.6666666666666667,,19.51219512195122,,0.8780487804878049,,41.0,
can you resend me the doyle email from last week>,997.0,,0.0,,22.95016635810353,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7939569837968936,,67.0,,176.03684028486256,,522.872026841012,,0.0,,0.0,,312.5593339673408,,2.0,,0.0,,1.0,,48.0,
can you rough out a slide on rating agencies>,1179.0,,0.0,,18.54836984815589,,0.0,,20.0,,5.0,,1.0,,1.0,,0.7385198487321526,,77.0,,165.09139418717925,,529.3285554772328,,1.0,,0.0,,336.7578198143593,,1.4848484848484849,,0.0,,1.2272727272727273,,44.0,
can you supplement the answer to the visa question>,789.0,,0.0,,17.93589018172315,,0.0,,25.0,,9.0,,0.0,,3.0,,0.7822376688601528,,79.0,,216.81745019134863,,494.51491548657447,,1.0,,0.0,,325.7182030470799,,1.870967741935484,,0.0,,1.36,,50.0,
can you try this again>,1022.0,,0.0,,23.51532569241097,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7676925450659011,,31.0,,73.11375994019876,,510.305498506139,,0.0,,0.0,,298.70649255523455,,1.9090909090909087,,0.0,,1.0,,22.0,
can you wait until monday>,595.0,,0.0,,17.85227785530111,,0.0,,12.0,,4.0,,0.0,,1.0,,0.7966108571004256,,46.0,,104.84645032789052,,514.02239325501,,1.0,,0.0,,327.78112219533136,,1.5263157894736843,,0.0,,1.32,,25.0,
chad thought we were on a treasure hunt>,764.0,,0.0,,22.57786733060512,,0.0,,17.0,,0.0,,0.0,,0.0,,0.6769539849791109,,61.0,,106.74274248189886,,531.4939548667453,,0.0,,0.0,,326.9871886904856,,1.2413793103448276,,0.0,,1.0,,39.0,
chambers is still too inconsistent to start for most fantasy teams>,1025.0,,0.0,,24.241450088946383,,0.0,,18.0,,0.0,,0.0,,0.0,,0.8520105245501746,,84.0,,223.9612916601528,,495.0198917956546,,0.0,,0.0,,286.1703045120746,,2.565217391304348,,0.0,,1.0,,66.0,
charlie garner will once again be oaklands feature back>,353.0,,0.0,,18.752298777036863,,0.0,,20.0,,10.0,,0.0,,3.0,,0.8464345257018985,,78.0,,226.6693803733461,,471.52113819696064,,1.0,,0.0,,302.4278939847339,,2.32,,0.0,,1.3636363636363635,,55.0,
chase back office and their restart plan updates individually>,211.0,,0.0,,20.940421918451325,,1.0,,25.0,,2.0,,0.0,,1.0,,0.7552673774124242,,91.0,,216.36445576225336,,537.7894726951769,,0.0,,1.0,,339.49259247816224,,1.6756756756756757,,1.639344262295082,,1.0491803278688523,,61.0,
check with vince strohmeyer>,742.0,,0.0,,22.635866178703136,,0.0,,11.0,,0.0,,0.0,,0.0,,0.7849914817901693,,40.0,,92.4653548762013,,530.1321321333023,,0.0,,0.0,,312.5064410183613,,1.7333333333333334,,0.0,,1.0,,27.0,
china replaced three ministers on thursday>,1460.0,,0.0,,22.214116546322604,,0.0,,14.0,,2.0,,2.0,,0.0,,0.7819162078386728,,57.0,,144.36862307843597,,494.2228236428683,,1.0,,0.0,,294.4127095800643,,2.095238095238096,,0.0,,1.0952380952380951,,42.0,
chinese president defended the military crackdown on protesters>,528.0,,0.0,,21.68883675929576,,0.0,,17.0,,4.0,,0.0,,2.0,,0.8294744281664588,,81.0,,222.97937801696423,,491.8044607484526,,1.0,,0.0,,302.5897708860926,,2.107142857142857,,0.0,,1.126984126984127,,63.0,
chris foster is in>,134.0,,0.0,,22.97176639401004,,0.0,,8.0,,0.0,,0.0,,0.0,,0.8117501590407307,,27.0,,60.53821313058893,,522.3803774675786,,0.0,,0.0,,301.7930325462684,,2.0,,0.0,,1.0,,18.0,
clinton attended the us college basketball finals>,675.0,,0.0,,23.48940483308647,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8844192155876585,,57.0,,189.3283539500597,,491.2198338124263,,0.0,,0.0,,291.3823704594189,,3.2666666666666666,,0.0,,1.0408163265306123,,49.0,
clinton has pressed for a multilateral lifting of the embargo>,668.0,,0.0,,22.766670086123604,,0.0,,25.0,,0.0,,0.0,,0.0,,0.7758743803435981,,87.0,,201.69994558625768,,527.0863044356258,,0.0,,0.0,,317.9249080751238,,1.875,,0.0,,1.0,,61.0,
clinton on the other hand had backed a plan to convince europe>,1308.0,,0.0,,21.483812005507147,,0.0,,17.0,,5.0,,0.0,,1.0,,0.8130731331758025,,84.0,,224.3488744960296,,482.04501049008206,,1.0,,0.0,,288.3310270327731,,2.3461538461538463,,0.0,,1.1612903225806452,,62.0,
clinton said tuesday he would make an announcement by thursday>,29.0,,0.0,,21.713768999902477,,0.0,,17.0,,4.0,,2.0,,1.0,,0.8397286114132153,,82.0,,251.4472564747048,,490.3749010128774,,1.0,,0.0,,286.35266717931813,,3.1,,0.0,,1.1290322580645162,,62.0,
coal switching to ng and power guys stimulating demand>,1103.0,,0.0,,20.84435433496041,,0.0,,18.0,,3.0,,1.0,,1.0,,0.8035584393221038,,79.0,,217.57811684502025,,519.069670246425,,1.0,,0.0,,312.652232313721,,2.1538461538461537,,0.0,,1.1111111111111112,,54.0,
come join the fun>,312.0,,0.0,,19.225441401297907,,0.0,,7.0,,3.0,,0.0,,1.0,,0.845137827245002,,25.0,,64.46247246497875,,468.129693989362,,1.0,,0.0,,285.41547943972733,,2.375,,0.0,,1.3529411764705883,,17.0,
confirmed with mark taylor>,664.0,,0.0,,19.806594787956666,,0.0,,9.0,,2.0,,0.0,,1.0,,0.8113631002967633,,39.0,,117.46655995119217,,527.6834819471784,,1.0,,0.0,,318.3953456679106,,2.076923076923077,,0.0,,1.1538461538461535,,26.0,
construction on the complex will begin this year>,830.0,,0.0,,24.31348055196965,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7776921863467141,,61.0,,144.5929268841095,,493.5533591889571,,0.0,,0.0,,289.7338712855978,,2.238095238095238,,0.0,,1.0,,48.0,
contact lisa mellencamp on any issues regarding pending litigation>,433.0,,0.0,,24.269270757323028,,0.0,,16.0,,0.0,,0.0,,0.0,,0.8180713432068961,,82.0,,225.73245159479836,,494.4524341086397,,0.0,,0.0,,288.6589780784404,,2.9545454545454546,,0.0,,1.0,,66.0,
could you please let me know as soon as possible>,66.0,,0.0,,21.219235994685388,,0.0,,19.0,,1.0,,1.0,,0.0,,0.7688105643283929,,69.0,,187.38901031042823,,543.3471670513285,,1.0,,0.0,,342.928204545968,,1.7142857142857142,,0.0,,1.0416666666666667,,48.0,
could you see where this stands>,571.0,,0.0,,18.8513189049288,,0.0,,10.0,,6.0,,0.0,,1.0,,0.7857244910739981,,46.0,,125.50727567662555,,462.9528984834545,,1.0,,0.0,,293.2794021406078,,2.25,,0.0,,1.3870967741935485,,31.0,
could you try ringing her>,304.0,,0.0,,22.25704422914852,,0.0,,8.0,,2.0,,0.0,,1.0,,0.8603802232375393,,34.0,,82.40459678133087,,467.2677958908773,,1.0,,0.0,,263.2981693528635,,3.0,,0.0,,1.16,,25.0,
couldnt risk the uncertainty>,483.0,,0.0,,22.174037943700046,,0.0,,11.0,,0.0,,0.0,,0.0,,0.7852442678107966,,41.0,,101.67692641968884,,541.1734222908808,,0.0,,0.0,,321.788601074332,,1.9285714285714288,,0.0,,1.0,,28.0,
count me out for this round>,233.0,,0.0,,21.248733974705942,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8349207050693782,,41.0,,108.20309136264956,,527.0902263321781,,0.0,,0.0,,302.3254897521095,,2.25,,0.0,,1.0740740740740742,,27.0,
crestone wont have final measurement until next week>,521.0,,0.0,,15.86533035563059,,0.0,,19.0,,20.0,,0.0,,4.0,,0.8655655566171814,,80.0,,237.63932582080943,,431.0474174899424,,1.0,,0.0,,289.54581124386067,,2.6153846153846154,,0.0,,1.7692307692307692,,52.0,
currently we are focusing our resources on domestic sites>,627.0,,0.0,,21.192671776511933,,0.0,,14.0,,8.0,,0.0,,2.0,,0.8500272595992102,,69.0,,201.12501316576305,,443.8046087152408,,1.0,,0.0,,272.78586626917854,,3.4444444444444446,,0.0,,1.280701754385965,,57.0,
david cindy and mary will each report to the office of the chairman>,1469.0,,0.0,,18.10846237109623,,49.0,,7.0,,3.0,,1.0,,1.0,,0.8070491773122543,,31.0,,89.46233059464964,,547.4260196759469,,0.0,,1.0,,343.83019407759684,,1.6666666666666667,,73.13432835820896,,0.3283582089552239,,67.0,
davis was listed as questionable on the weekly injury report>,617.0,,0.0,,21.46364896942376,,0.0,,19.0,,5.0,,0.0,,2.0,,0.8315356920870007,,78.0,,211.84838156120784,,480.3404663212944,,1.0,,0.0,,294.88585616562506,,2.1923076923076925,,0.0,,1.1666666666666667,,60.0,
deportivo have won nothing in their history>,983.0,,0.0,,23.371598012567212,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7958360354910836,,61.0,,142.32797592267252,,513.4437103336898,,0.0,,0.0,,302.9043080554084,,1.6956521739130437,,0.0,,1.0,,43.0,
derivatives are not new>,841.0,,0.0,,25.42152327550687,,0.0,,5.0,,0.0,,0.0,,0.0,,0.8559313915267047,,25.0,,73.55411639081771,,472.040950101592,,0.0,,0.0,,260.1306783614057,,3.6666666666666665,,0.0,,1.0,,23.0,
did he get a signing bonus>,946.0,,0.0,,17.554577440553864,,0.0,,10.0,,5.0,,0.0,,2.0,,0.8340222672505763,,46.0,,119.84171740904816,,498.8303926090102,,1.0,,0.0,,307.7189235716345,,1.875,,0.0,,1.3846153846153846,,26.0,
did we get ours back>,857.0,,0.0,,18.24686370035278,,0.0,,9.0,,3.0,,0.0,,1.0,,0.7435870808344994,,35.0,,76.60909922983076,,511.5034280194073,,1.0,,0.0,,328.5711373536634,,1.2666666666666666,,0.0,,1.3,,20.0,
did we plan that>,453.0,,0.0,,24.51111154020819,,0.0,,3.0,,0.0,,0.0,,0.0,,0.8561116092047872,,18.0,,64.02768476358067,,489.57388082197417,,0.0,,0.0,,273.06479200930653,,3.25,,0.0,,1.0,,16.0,
did you differ from me>,487.0,,0.0,,17.844475837579058,,0.0,,12.0,,5.0,,0.0,,1.0,,0.7998110038530091,,37.0,,84.64316885732096,,468.6961073983022,,1.0,,0.0,,302.0696936012861,,1.8,,0.0,,1.4545454545454546,,22.0,
did you ever hear anything>,164.0,,0.0,,15.300529872507656,,0.0,,8.0,,12.0,,0.0,,4.0,,0.8868347675273632,,38.0,,132.24326418815951,,432.1579025730486,,1.0,,0.0,,277.79513178594937,,3.3,,0.0,,1.8461538461538465,,26.0,
did you get this>,1210.0,,0.0,,22.349899626506225,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8094672240969912,,24.0,,59.033269848681726,,536.9151629552915,,0.0,,0.0,,304.6673310510113,,2.0,,0.0,,1.0,,16.0,
did you mean oxley>,704.0,,0.0,,24.081111420858612,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8696688937281254,,23.0,,75.06685604798979,,498.3158704878472,,0.0,,0.0,,271.28485555260335,,3.6,,0.0,,1.0,,18.0,
did you not read my first email>,884.0,,0.0,,22.035165403518587,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7404898865013404,,50.0,,104.04051452149696,,544.584067341915,,0.0,,0.0,,328.49476853893714,,1.55,,0.0,,1.0,,31.0,
did you see lauras message>,808.0,,0.0,,21.260648913970005,,3.0,,10.0,,6.0,,0.0,,1.0,,0.8021645631708245,,35.0,,91.30623346433308,,442.3856225397371,,0.0,,1.0,,288.6859381764765,,2.2142857142857144,,10.714285714285714,,1.3846153846153846,,26.0,
did you set up my corporate account for me>,139.0,,0.0,,20.58089207532129,,0.0,,17.0,,3.0,,0.0,,1.0,,0.8125897436722258,,65.0,,153.41992473310336,,511.6693779044349,,1.0,,0.0,,314.1093038834873,,1.875,,0.0,,1.1428571428571428,,42.0,
did you talk to ava this morning>,1346.0,,0.0,,17.694065105255863,,0.0,,15.0,,6.0,,0.0,,1.0,,0.8126270949452241,,54.0,,133.7643073009691,,497.3419023639762,,1.0,,0.0,,323.9768089096588,,1.761904761904762,,0.0,,1.375,,32.0,
did you tell steve>,804.0,,0.0,,21.86716745903145,,0.0,,8.0,,0.0,,0.0,,0.0,,0.779475158943301,,30.0,,64.61089237293898,,548.7679198726687,,0.0,,0.0,,323.5826299596233,,1.0,,0.0,,1.0,,18.0,
diplomats are predicting that the embargo will remain in force>,183.0,,0.0,,22.60878180957788,,0.0,,20.0,,2.0,,0.0,,1.0,,0.8262104876505016,,83.0,,226.1624011749463,,499.0796136027159,,1.0,,0.0,,293.5870263060171,,2.583333333333333,,0.0,,1.064516129032258,,62.0,
disney was great and ive been to eight baseball games>,1008.0,,0.0,,22.010049174402976,,0.0,,17.0,,2.0,,2.0,,0.0,,0.8068931794752181,,70.0,,202.50642864231932,,507.605126393658,,1.0,,0.0,,305.07495856488595,,2.5,,0.0,,1.0754716981132075,,53.0,
do not send small unsuspecting children to check on my progress>,143.0,,0.0,,22.73965074225852,,54.0,,2.0,,0.0,,0.0,,0.0,,0.8200696639374118,,16.0,,38.049552428776735,,527.7125904884566,,0.0,,1.0,,310.08585112429614,,0.8571428571428571,,85.71428571428571,,0.1587301587301587,,63.0,
do we have anyone in portland>,1080.0,,0.0,,17.91918064548055,,0.0,,11.0,,5.0,,0.0,,1.0,,0.8163836884923864,,48.0,,139.74380368003133,,502.2551074214388,,1.0,,0.0,,325.59907057562833,,1.6842105263157894,,0.0,,1.3448275862068966,,29.0,
do we have new york sorted out>,1032.0,,0.0,,24.53848483230128,,0.0,,6.0,,0.0,,0.0,,0.0,,0.889741341273724,,36.0,,111.12201710206922,,489.027748942501,,0.0,,0.0,,279.0075983286533,,2.7,,0.0,,1.0,,30.0,
do we know what we need>,277.0,,0.0,,18.59431382098815,,0.0,,9.0,,3.0,,1.0,,1.0,,0.7793161759378243,,35.0,,113.98458366357552,,516.2868655666172,,1.0,,0.0,,325.1481634028623,,2.0,,0.0,,1.2608695652173914,,23.0,
do we need to discuss>,853.0,,0.0,,26.55721183874063,,0.0,,2.0,,0.0,,0.0,,0.0,,0.8962800251557544,,22.0,,74.97690686343739,,451.8546627886165,,0.0,,0.0,,242.12592012043456,,6.666666666666667,,0.0,,1.0,,21.0,
do we need to do anything here>,802.0,,0.0,,26.12821612505901,,0.0,,5.0,,0.0,,0.0,,0.0,,0.8872930285475424,,30.0,,99.26780186872884,,459.2736045416839,,0.0,,0.0,,259.6013156051034,,4.5,,0.0,,1.0,,30.0,
do you and george have a thing going>,522.0,,0.0,,22.754663486984416,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7778478627685692,,51.0,,127.16448921668714,,527.3644238625614,,0.0,,0.0,,313.7312943810849,,1.8333333333333333,,0.0,,1.0,,36.0,
do you have a number for him>,828.0,,0.0,,21.29824810119154,,0.0,,11.0,,1.0,,1.0,,0.0,,0.7900324807892235,,44.0,,104.53485858049804,,527.0765181378872,,1.0,,0.0,,315.2850200971308,,1.8125,,0.0,,1.0714285714285714,,28.0,
do you have it yet>,402.0,,0.0,,23.930605134762555,,0.0,,4.0,,0.0,,0.0,,0.0,,0.8851510548139168,,25.0,,70.38115206892431,,501.4499187305681,,0.0,,0.0,,268.41124715283394,,2.333333333333333,,0.0,,1.0,,18.0,
do you have that information yet>,242.0,,0.0,,23.55576370315466,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8563644998241821,,43.0,,115.40901473501772,,509.4294607138092,,0.0,,0.0,,289.030707399866,,2.5,,0.0,,1.0,,32.0,
do you know anything>,428.0,,0.0,,23.8470619271962,,0.0,,4.0,,0.0,,0.0,,0.0,,0.7884185985787514,,25.0,,70.97371771363314,,503.2066439310367,,0.0,,0.0,,296.40357402016605,,1.6666666666666667,,0.0,,1.0,,20.0,
do you know if this has been done yet>,334.0,,0.0,,19.64433799156676,,0.0,,12.0,,6.0,,0.0,,1.0,,0.816840007335415,,53.0,,131.9091253878485,,464.255909459264,,1.0,,0.0,,295.0056728976812,,2.210526315789474,,0.0,,1.3243243243243243,,37.0,
do you need it today>,847.0,,0.0,,19.56074401436953,,0.0,,9.0,,1.0,,1.0,,0.0,,0.7434774114941565,,38.0,,75.55957274331938,,560.1280672699188,,1.0,,0.0,,339.8391433891175,,1.1875,,0.0,,1.1,,20.0,
do you need to be there>,1219.0,,0.0,,23.376981912124883,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7772273518630595,,31.0,,78.13796376715615,,513.3254602800539,,0.0,,0.0,,297.8243391974742,,2.1,,0.0,,1.0,,23.0,
do you still need me to sign something>,466.0,,0.0,,18.71891574570648,,0.0,,13.0,,9.0,,0.0,,2.0,,0.8424304618812611,,55.0,,138.1183262158301,,438.62189601834746,,1.0,,0.0,,279.0185010520804,,2.764705882352941,,0.0,,1.4736842105263157,,38.0,
do you want to eat lunch somewhere before>,1246.0,,0.0,,21.567032174298134,,0.0,,12.0,,3.0,,1.0,,1.0,,0.8554563805925051,,52.0,,166.51007005346577,,486.8541909309645,,1.0,,0.0,,285.35422385137394,,3.3076923076923075,,0.0,,1.146341463414634,,41.0,
do you want to fax it to my hotel>,1150.0,,0.0,,18.56224144215125,,0.0,,12.0,,7.0,,0.0,,1.0,,0.8074857634407432,,52.0,,122.77985871676172,,457.9188362833244,,1.0,,0.0,,292.1128198234564,,1.95,,0.0,,1.4242424242424243,,33.0,
doctors gave him years to live at most>,1293.0,,0.0,,16.657593599627248,,0.0,,19.0,,7.0,,0.0,,3.0,,0.7890694495097458,,71.0,,172.6264541755257,,530.0998986698103,,1.0,,0.0,,343.18916573673584,,1.3870967741935485,,0.0,,1.368421052631579,,38.0,
does dan know about julia changing groups>,194.0,,0.0,,18.74853213291849,,4.0,,18.0,,5.0,,2.0,,1.0,,0.7611542388392697,,65.0,,160.1692628874301,,533.3750892659003,,0.0,,1.0,,341.29076765949,,1.5925925925925926,,9.75609756097561,,1.146341463414634,,41.0,
does friday at work for you>,82.0,,0.0,,22.21889182008299,,0.0,,8.0,,1.0,,1.0,,0.0,,0.8690381150957157,,38.0,,108.743669610469,,504.0755448422795,,1.0,,0.0,,286.1255774290691,,2.7,,0.0,,1.0740740740740742,,27.0,
donovan mcnabb is one of my starters>,1015.0,,0.0,,21.04841964849012,,0.0,,12.0,,1.0,,1.0,,0.0,,0.7722230506716645,,56.0,,139.3503337912093,,540.8774423324484,,1.0,,0.0,,332.89236410764585,,1.5909090909090908,,0.0,,1.0555555555555556,,36.0,
dont bother to start him>,832.0,,0.0,,26.117379780649006,,0.0,,5.0,,0.0,,0.0,,0.0,,0.8929498373450918,,28.0,,70.41800597025941,,459.46416144283694,,0.0,,0.0,,252.57174394863483,,2.571428571428572,,0.0,,1.0,,24.0,
